#Wave	#Intensity
2109.007813	7882.580078
2107.496094	7842.885742
2105.984375	7854.417969
2104.470703	7879.171387
2102.958984	7689.043457
2101.445313	7913.772949
2099.933594	7875.716309
2098.419922	7814.55127
2096.90625	7647.722168
2095.390625	7793.015625
2093.876953	7852.410156
2092.361328	7814.408203
2090.845703	7771.472656
2089.332031	7771.446289
2087.814453	7753.277832
2086.298828	7751.606445
2084.783203	7664.210449
2083.265625	7728.487793
2081.748047	7657.613281
2080.230469	7685.619141
2078.712891	7690.553223
2077.195313	7675.723633
2075.677734	7713.586426
2074.158203	7680.651367
2072.638672	7716.851074
2071.119141	7711.900879
2069.599609	7708.598145
2068.080078	7662.534668
2066.560547	7670.754395
2065.039063	7706.91748
2063.517578	7685.538574
2061.996094	7646.093262
2060.474609	7754.526367
2058.953125	7586.963867
2057.429688	7614.895508
2055.908203	7731.474609
2054.384766	7572.232422
2052.861328	7685.48877
2051.337891	7737.986816
2049.814453	7787.181641
2048.289063	7636.264648
2046.765625	7580.516602
2045.240234	7632.992676
2043.714844	7664.138184
2042.189453	7687.077148
2040.664063	7724.751465
2039.136719	7665.768066
2037.609375	7688.691895
2036.083984	7705.057129
2034.556641	7619.924805
2033.029297	7729.58252
2031.5	7801.560059
2029.972656	7580.683594
2028.443359	7765.513672
2026.914063	7757.312988
2025.386719	7659.200195
2023.855469	7662.467285
2022.326172	7693.512695
2020.796875	7631.419434
2019.265625	7760.464844
2017.734375	7721.24707
2016.203125	7729.39502
2014.671875	7670.611816
2013.140625	7637.96582
2011.607422	7651.021484
2010.076172	7667.333984
2008.542969	7706.473633
2007.009766	7750.48877
2005.476563	7807.526855
2003.943359	7792.822754
2002.408203	7683.60791
2000.875	7704.779785
1999.339844	7758.521484
1997.804688	7681.954102
1996.269531	7817.088379
1994.732422	7611.939453
1993.197266	7789.346191
1991.660156	7709.583008
1990.123047	7707.941895
1988.585938	7781.119629
1987.048828	7756.697754
1985.511719	7667.254395
1983.972656	7659.121094
1982.435547	7748.498047
1980.896484	7610.370117
1979.357422	7720.835938
1977.818359	7789.029297
1976.279297	7790.620605
1974.738281	7759.743652
1973.197266	7711.026367
1971.658203	7694.783691
1970.117188	7641.233398
1968.576172	7746.661621
1967.033203	7595.824219
1965.492188	7616.90918
1963.949219	7641.226563
1962.40625	7610.432617
1960.863281	7806.490723
1959.320313	7545.644043
1957.777344	7595.869141
1956.232422	7565.110352
1954.689453	7560.26709
1953.144531	7655.776367
1951.599609	7479.384766
1950.054688	7825.640137
1948.507813	7739.868652
1946.962891	7675.156738
1945.416016	7540.947754
1943.869141	7605.625
1942.322266	7584.618652
1940.775391	7610.479492
1939.228516	7649.252441
1937.679688	7700.930664
1936.132813	7646.010254
1934.583984	7534.60791
1933.035156	7573.36377
1931.486328	7566.91748
1929.935547	7692.774414
1928.386719	7524.997559
1926.835938	7679.838867
1925.285156	7560.507813
1923.734375	7599.20752
1922.183594	7558.916992
1920.632813	7571.818848
1919.080078	7597.603027
1917.527344	7546.063477
1915.976563	7486.493164
1914.423828	7468.808594
1912.869141	7523.565918
1911.316406	7698.999023
1909.761719	7644.272949
1908.208984	7568.657715
1906.654297	7539.715332
1905.099609	7608.870117
