#Wave	#Intensity
2109.007813	12095.112305
2107.496094	12263.8125
2105.984375	11895.722656
2104.470703	11858.433594
2102.958984	11956.694336
2101.445313	11780.598633
2099.933594	12035.786133
2098.419922	11871.3125
2096.90625	11862.143555
2095.390625	11902.510742
2093.876953	11919.75
2092.361328	11897.374023
2090.845703	11805.708008
2089.332031	11740.475586
2087.814453	11790.72168
2086.298828	11758.5
2084.783203	11683.428711
2083.265625	11623.223633
2081.748047	11551.509766
2080.230469	11662.700195
2078.712891	11622.305664
2077.195313	11595.101563
2075.677734	11477.355469
2074.158203	11451.84082
2072.638672	11515.207031
2071.119141	11384.391602
2069.599609	11465.84082
2068.080078	11344.958984
2066.560547	11401.716797
2065.039063	11391.047852
2063.517578	11424.760742
2061.996094	11463.388672
2060.474609	11377.138672
2058.953125	11432.186523
2057.429688	11299.999023
2055.908203	11443.699219
2054.384766	11257.396484
2052.861328	11271.393555
2051.337891	11364.142578
2049.814453	11299.370117
2048.289063	11285.467773
2046.765625	11337.160156
2045.240234	11454.407227
2043.714844	11273.297852
2042.189453	11380.675781
2040.664063	11183.277344
2039.136719	11233.298828
2037.609375	11232.532227
2036.083984	11140.078125
2034.556641	11106.592773
2033.029297	11210.594727
2031.5	11201.652344
2029.972656	10996.408203
2028.443359	11097.095703
2026.914063	11217.362305
2025.386719	11170.825195
2023.855469	11111.231445
2022.326172	10919.297852
2020.796875	11072.174805
2019.265625	11097.579102
2017.734375	11056.015625
2016.203125	11117.332031
2014.671875	11048.03125
2013.140625	11313.329102
2011.607422	11126.533203
2010.076172	11270.981445
2008.542969	11159.300781
2007.009766	11000.37793
2005.476563	11090.959961
2003.943359	11051.106445
2002.408203	11097.639648
2000.875	11157.186523
1999.339844	11189.015625
1997.804688	11178.489258
1996.269531	11161.454102
1994.732422	11071.171875
1993.197266	11156.701172
1991.660156	11113.645508
1990.123047	11150.324219
1988.585938	11287.828125
1987.048828	11295.182617
1985.511719	11100.935547
1983.972656	11170.09375
1982.435547	11014.958008
1980.896484	11100.351563
1979.357422	11172.713867
1977.818359	11241.797852
1976.279297	11205.30957
1974.738281	11055.200195
1973.197266	11176.200195
1971.658203	11251.713867
1970.117188	11285.014648
1968.576172	11003.633789
1967.033203	11035.350586
1965.492188	11118.936523
1963.949219	11140.888672
1962.40625	10903.533203
1960.863281	11236.615234
1959.320313	11185.631836
1957.777344	10979.189453
1956.232422	11099.920898
1954.689453	11139.657227
1953.144531	10996.478516
1951.599609	11063.728516
1950.054688	11190.810547
1948.507813	11133.441406
1946.962891	11148.868164
