#Wave	#Intensity
2109.007813	4164.569336
2107.496094	4113.297363
2105.984375	4152.093262
2104.470703	4118.131836
2102.958984	4127.158691
2101.445313	4189.061523
2099.933594	4176.591309
2098.419922	4276.447754
2096.90625	4140.10791
2095.390625	4248.184082
2093.876953	4151.526367
2092.361328	4153.931152
2090.845703	4286.685059
2089.332031	4213.17627
2087.814453	4232.05957
2086.298828	4133.860352
2084.783203	4282.989746
2083.265625	4250.750977
2081.748047	4146.02002
2080.230469	4178.077148
2078.712891	4264.476563
2077.195313	4179.572266
2075.677734	4144.097656
2074.158203	4276.539063
2072.638672	4311.825684
2071.119141	4203.94873
2069.599609	4188.239746
2068.080078	4174.182129
2066.560547	4229.191895
2065.039063	4197.047852
2063.517578	4232.305664
2061.996094	4193.602051
2060.474609	4233.774414
2058.953125	4288.712402
2057.429688	4190.901855
2055.908203	4219.556152
2054.384766	4136.576172
2052.861328	4283.39209
2051.337891	4287.395996
2049.814453	4230.702148
2048.289063	4259.316895
2046.765625	4207.572266
2045.240234	4252.57373
2043.714844	4191.018066
2042.189453	4267.13916
2040.664063	4269.501953
2039.136719	4309.537598
2037.609375	4324.991699
2036.083984	4332.252441
2034.556641	4244.568359
2033.029297	4273.118652
2031.5	4232.935547
2029.972656	4258.20459
2028.443359	4260.564941
2026.914063	4246.572754
2025.386719	4263.648438
2023.855469	4259.46875
2022.326172	4185.022461
2020.796875	4331.169434
2019.265625	4331.87793
2017.734375	4270.528809
2016.203125	4241.86084
2014.671875	4327.472168
2013.140625	4210.67334
2011.607422	4227.723633
2010.076172	4296.969727
2008.542969	4330.304199
2007.009766	4290.245117
2005.476563	4214.336426
2003.943359	4208.54834
2002.408203	4308.687012
2000.875	4166.022949
1999.339844	4192.82666
1997.804688	4361.304688
1996.269531	4223.60498
1994.732422	4294.332031
1993.197266	4296.672363
1991.660156	4321.79248
1990.123047	4372.931152
1988.585938	4372.000488
1987.048828	4314.154785
1985.511719	4295.353027
1983.972656	4284.686523
1982.435547	4322.777832
1980.896484	4305.61084
1979.357422	4392.413574
1977.818359	4329.764648
1976.279297	4280.132813
1974.738281	4306.820313
1973.197266	4283.182129
1971.658203	4254.686523
1970.117188	4304.074707
1968.576172	4299.916504
1967.033203	4328.192871
1965.492188	4192.70459
1963.949219	4308.523438
1962.40625	4330.297363
1960.863281	4326.137207
1959.320313	4343.038086
1957.777344	4303.246094
1956.232422	4278.043945
1954.689453	4335.416504
1953.144531	4271.373047
1951.599609	4280.175781
1950.054688	4339.128906
1948.507813	4425.555176
1946.962891	4306.562012
1945.416016	4252.29248
1943.869141	4327.366211
1942.322266	4324.83252
1940.775391	4273.825195
1939.228516	4418.311523
1937.679688	4470.674316
1936.132813	4317.937012
1934.583984	4346.082031
1933.035156	4406.496582
1931.486328	4263.552246
1929.935547	4290.077148
1928.386719	4310.138184
1926.835938	4346.317871
1925.285156	4340.560059
1923.734375	4286.443359
1922.183594	4348.39209
1920.632813	4402.257813
1919.080078	4162.893555
1917.527344	4277.981445
1915.976563	4252.920898
1914.423828	4437.170898
1912.869141	4278.484863
1911.316406	4348.389648
1909.761719	4323.334473
1908.208984	4435.024414
1906.654297	4345.629395
1905.099609	4333.454102
1903.544922	4433.817383
1901.988281	4293.045898
1900.433594	4298.56543
1898.876953	4302.476074
1897.320313	4359.391602
1895.763672	4318.321289
1894.207031	4399.292969
1892.648438	4404.783203
1891.091797	4362.124512
1889.533203	4372.434082
1887.974609	4365.092773
1886.416016	4312.845215
1884.857422	4414.560547
1883.298828	4315.831543
1881.738281	4340.56543
1880.177734	4275.546387
1878.617188	4322.708496
1877.056641	4296.165527
1875.496094	4293.655762
1873.935547	4278.337891
1872.373047	4279.034668
1870.810547	4354.954102
1869.248047	4360.43457
1867.685547	4284.321777
1866.123047	4235.431641
1864.560547	4303.300293
1862.996094	4118.52832
1861.431641	4336.648438
1859.867188	4319.750977
1858.302734	4221.373047
1856.738281	4274.794434
1855.171875	4382.495605
1853.607422	4285.763184
1852.041016	4434.92334
1850.474609	4331.835938
1848.908203	4441.029297
1847.341797	4350.74707
1845.773438	4400.871094
1844.207031	4352.098633
1842.638672	4335.235352
1841.070313	4312.002441
1839.501953	4338.185547
1837.931641	4305.401367
1836.363281	4365.028809
1834.792969	4324.288574
1833.222656	4402.995605
1831.652344	4289.028809
1830.082031	4319.958008
1828.511719	4336.550781
1826.941406	4295.858887
1825.369141	4304.496094
1823.796875	4298.815918
1822.224609	4324.938965
1820.652344	4363.768555
1819.078125	4243.643555
1817.505859	4342.857422
1815.931641	4391.189941
1814.357422	4371.202637
1812.783203	4392.511719
1811.208984	4389.996582
1809.634766	4312.875977
1808.058594	4319.900391
1806.484375	4266.626953
1804.908203	4311.730469
1803.332031	4409.153809
1801.753906	4236.967773
1800.177734	4324.853027
1798.601563	4341.375
1797.023438	4353.135742
1795.445313	4409.253418
1793.867188	4294.272461
1792.289063	4255.357422
1790.708984	4327.29248
1789.130859	4280.471191
1787.550781	4365.032227
1785.970703	4299.233887
1784.390625	4323.638184
1782.810547	4425.533691
1781.228516	4421.436523
1779.646484	4322.47998
1778.066406	4484.376465
1776.484375	4312.751953
1774.902344	4329.221191
1773.318359	4438.883789
1771.736328	4328.971191
1770.152344	4304.371582
1768.568359	4380.817383
1766.984375	4387.783203
1765.400391	4317.423828
1763.816406	4447.458496
1762.230469	4375.538574
1760.646484	4341.496582
1759.060547	4310.622559
1757.474609	4390.10498
1755.888672	4382.873047
1754.300781	4385.097656
1752.714844	4346.362793
1751.126953	4484.044922
1749.539063	4413.811035
1747.951172	4456.959473
1746.363281	4326.94873
1744.775391	4371.67041
1743.185547	4512.347168
1741.595703	4472.067871
1740.007813	4530.883789
1738.416016	4566.089844
1736.826172	4461.371094
1735.236328	4490.289551
1733.644531	4505.053223
1732.052734	4598.361328
1730.462891	4457.598145
1728.869141	4535.172363
1727.277344	4595.443848
1725.685547	4504.999512
1724.091797	4568.389648
1722.498047	4597.234863
1720.904297	4632.341797
1719.310547	4651.75
1717.716797	4591.180664
1716.121094	4576.099609
1714.527344	4661.335938
1712.931641	4588.265625
1711.335938	4634.29541
1709.740234	4678.73877
1708.142578	4745.087891
1706.546875	4634.483887
1704.949219	4749.339844
1703.351563	4613.740723
1701.753906	4614.328125
1700.15625	4793.254395
1698.558594	4779.726563
1696.958984	4677.072266
1695.359375	4729.236328
1693.759766	4764.18457
1692.160156	4738.171875
1690.560547	4773.102539
1688.960938	4800.208008
1687.359375	4838.233887
1685.757813	4840.331055
1684.15625	4831.499512
1682.554688	4802.381836
1680.953125	4887.186035
1679.349609	4922.03125
1677.748047	4984.937012
1676.144531	4946.453613
1674.541016	5121.580566
1672.9375	5056.585449
1671.332031	5158.368164
1669.728516	5149.483398
1668.123047	5159.294922
1666.517578	5329.51709
1664.912109	5339.285645
1663.306641	5400.422852
1661.701172	5433.518066
1660.09375	5622.209473
1658.486328	5600.790527
1656.878906	5781.588379
1655.271484	5856.561035
1653.664063	6052.774414
1652.056641	6085.687012
1650.447266	6075.069336
