#Wave	#Intensity
2109.007813	9420.724609
2107.496094	9607.618164
2105.984375	9552.625977
2104.470703	9476.166016
2102.958984	9386.517578
2101.445313	9470.417969
2099.933594	9428.720703
2098.419922	9382.086914
2096.90625	9388.318359
2095.390625	9186.512695
2093.876953	9262.113281
2092.361328	9202.352539
2090.845703	9137.667969
2089.332031	9135.697266
2087.814453	9156.817383
2086.298828	9001.493164
2084.783203	8806.670898
2083.265625	8977.835938
2081.748047	8844.073242
2080.230469	8906.421875
2078.712891	8830.382813
2077.195313	8846.59668
2075.677734	8767.30957
2074.158203	8775.300781
2072.638672	8855.699219
2071.119141	8746.845703
2069.599609	8730.160156
2068.080078	8660.851563
2066.560547	8652.413086
2065.039063	8639.046875
2063.517578	8601.03125
2061.996094	8704.353516
2060.474609	8649.911133
2058.953125	8646.412109
2057.429688	8639.629883
2055.908203	8588.520508
2054.384766	8649.055664
2052.861328	8548.731445
2051.337891	8450.091797
2049.814453	8658.256836
2048.289063	8359.544922
2046.765625	8536.485352
2045.240234	8482.195313
2043.714844	8445.958984
2042.189453	8539.194336
2040.664063	8520.982422
2039.136719	8452.000977
2037.609375	8422.352539
2036.083984	8423.824219
2034.556641	8461.308594
2033.029297	8441.496094
2031.5	8482.233398
2029.972656	8398.625
2028.443359	8370.661133
2026.914063	8650.124023
2025.386719	8412.858398
2023.855469	8232.902344
2022.326172	8322.655273
2020.796875	8364.990234
2019.265625	8451.40918
2017.734375	8322.223633
2016.203125	8344.938477
2014.671875	8290.920898
2013.140625	8240.19043
2011.607422	8351.018555
2010.076172	8267.669922
2008.542969	8337.670898
2007.009766	8355.460938
2005.476563	8311.291016
2003.943359	8361.677734
2002.408203	8275.15625
2000.875	8217.99707
1999.339844	8248.824219
1997.804688	8173.781738
1996.269531	8268.105469
1994.732422	8158.904785
1993.197266	8324.802734
1991.660156	8381.609375
1990.123047	8329.392578
1988.585938	8283.705078
1987.048828	8312.838867
1985.511719	8304.566406
1983.972656	8333.682617
1982.435547	8211.652344
1980.896484	8315.515625
1979.357422	8131.8125
1977.818359	8307.106445
1976.279297	8280.985352
1974.738281	8262.991211
1973.197266	8248.25
1971.658203	8300.045898
1970.117188	8405.356445
1968.576172	8212.174805
1967.033203	8286.648438
1965.492188	8323.799805
1963.949219	8185.870605
1962.40625	8260.301758
1960.863281	8263.408203
1959.320313	8148.258789
1957.777344	8238.845703
1956.232422	8342.347656
1954.689453	8274.202148
1953.144531	8191.518555
1951.599609	8141.234375
1950.054688	8264.083008
1948.507813	8293.0625
1946.962891	8288.069336
1945.416016	7988.812988
1943.869141	8321.734375
1942.322266	8340.979492
1940.775391	8088.759766
1939.228516	8035.350098
1937.679688	8065.949219
1936.132813	8078.772949
1934.583984	8159.397461
1933.035156	8278.725586
1931.486328	8102.685547
1929.935547	8180.026367
1928.386719	7968.59375
1926.835938	8081.409668
1925.285156	8173.216797
1923.734375	8213.399414
1922.183594	8068.217285
1920.632813	8159.968262
1919.080078	8182.405762
1917.527344	8072.757324
1915.976563	8130.631348
1914.423828	8133.740234
1912.869141	8096.605957
1911.316406	8127.078613
1909.761719	7990.204102
1908.208984	8056.076172
1906.654297	8101.012207
1905.099609	7983.524902
1903.544922	7996.304688
1901.988281	7957.645508
1900.433594	8073.268555
1898.876953	8135.824707
1897.320313	8093.947266
1895.763672	7910.766602
1894.207031	7999.005859
1892.648438	8138.575684
1891.091797	8109.571289
1889.533203	8043.674316
1887.974609	8136.622559
1886.416016	8014.61084
1884.857422	8038.573242
1883.298828	8197.194336
1881.738281	7951.825684
1880.177734	8102.385254
1878.617188	8092.661621
1877.056641	8015.664063
1875.496094	7970.729004
1873.935547	7986.657715
1872.373047	7932.14209
1870.810547	8056.905273
1869.248047	8040.80127
1867.685547	8055.100586
1866.123047	8045.400879
1864.560547	7966.942383
1862.996094	7934.881836
