#Wave	#Intensity
2109.007813	18449.470703
2107.496094	18366.775391
2105.984375	18409.103516
2104.470703	18424.960938
2102.958984	18556.511719
2101.445313	18501.275391
2099.933594	18465.886719
2098.419922	18397.478516
2096.90625	18119.371094
2095.390625	17928.888672
2093.876953	18063.679688
2092.361328	18096.089844
2090.845703	18215.935547
2089.332031	18056.941406
2087.814453	17937.597656
2086.298828	17973.306641
2084.783203	17962.837891
2083.265625	17899.632813
2081.748047	17874.355469
2080.230469	17913.341797
2078.712891	17873.248047
2077.195313	17945.152344
2075.677734	17771.707031
2074.158203	17945.662109
2072.638672	17821.664063
2071.119141	17886.9375
2069.599609	17794.259766
2068.080078	17614.455078
2066.560547	17651.779297
2065.039063	17659.494141
2063.517578	17706.652344
2061.996094	17640.40625
2060.474609	17684.263672
2058.953125	17501.429688
2057.429688	17701.306641
2055.908203	17805.871094
2054.384766	17746.240234
2052.861328	17502.826172
2051.337891	17633.619141
2049.814453	17767.634766
2048.289063	17685.103516
2046.765625	17559.972656
2045.240234	17734.904297
2043.714844	17465.582031
2042.189453	17614.238281
2040.664063	17707.128906
2039.136719	17734.460938
2037.609375	17607.841797
2036.083984	17497.650391
2034.556641	17618.314453
2033.029297	17680.007813
2031.5	17664.773438
2029.972656	17499.044922
2028.443359	17575.445313
2026.914063	17866.021484
2025.386719	17716.703125
2023.855469	17559.275391
2022.326172	17645.402344
2020.796875	17777.238281
2019.265625	17696.669922
2017.734375	17341.777344
2016.203125	17535.636719
2014.671875	17450.273438
2013.140625	17536.3125
2011.607422	17452.617188
2010.076172	17543.513672
2008.542969	17673.513672
2007.009766	17557.228516
2005.476563	17493.164063
2003.943359	17424.236328
2002.408203	17506.892578
2000.875	17503.162109
1999.339844	17584.134766
1997.804688	17443.589844
1996.269531	17488.720703
1994.732422	17275
1993.197266	17495.919922
1991.660156	17685.830078
1990.123047	17416.890625
1988.585938	17544.929688
1987.048828	17468.017578
1985.511719	17435.037109
1983.972656	17343.552734
1982.435547	17351.240234
1980.896484	17378.419922
1979.357422	17459.193359
1977.818359	17791.662109
1976.279297	17528.083984
1974.738281	17397.734375
1973.197266	17639.115234
1971.658203	17396.832031
1970.117188	17633.242188
1968.576172	17499.734375
1967.033203	17461.962891
1965.492188	17678.751953
1963.949219	17488.585938
1962.40625	17574.005859
1960.863281	17563.792969
1959.320313	17688.039063
1957.777344	17514.228516
1956.232422	17406.878906
1954.689453	17456.607422
1953.144531	17651.986328
1951.599609	17732.388672
1950.054688	17701.123047
1948.507813	17744.275391
1946.962891	17431.628906
1945.416016	17458.652344
1943.869141	17464.648438
1942.322266	17582.158203
1940.775391	17445.933594
1939.228516	17434.158203
1937.679688	17461.148438
1936.132813	17572.097656
1934.583984	17560.300781
1933.035156	17522.683594
1931.486328	17399.552734
1929.935547	17205.484375
1928.386719	17384.115234
1926.835938	17261.091797
1925.285156	17542.828125
1923.734375	17406.923828
1922.183594	17551.515625
1920.632813	17346.378906
1919.080078	17552.138672
1917.527344	17424.400391
1915.976563	17287.052734
1914.423828	17473.373047
1912.869141	17384.363281
1911.316406	17483.679688
1909.761719	17451.017578
1908.208984	17421.585938
1906.654297	17528.873047
1905.099609	17200.355469
1903.544922	17325.326172
1901.988281	17458.279297
1900.433594	17517.257813
1898.876953	17237.216797
1897.320313	17505.029297
1895.763672	17472.419922
1894.207031	17343.488281
1892.648438	17227.455078
1891.091797	17543.1875
1889.533203	17499.363281
1887.974609	17380.160156
1886.416016	17485.548828
1884.857422	17361.585938
1883.298828	17417.234375
1881.738281	17315.777344
1880.177734	17365.001953
1878.617188	17346.910156
1877.056641	17235.919922
1875.496094	17373.210938
1873.935547	17359.931641
1872.373047	17215.390625
1870.810547	17381.404297
1869.248047	17412.935547
1867.685547	17457.25
1866.123047	17220.037109
1864.560547	17542.625
1862.996094	17404.619141
1861.431641	17386.554688
1859.867188	17473.976563
1858.302734	17289.732422
1856.738281	17436.242188
1855.171875	17437.349609
1853.607422	17459.214844
1852.041016	17599.207031
1850.474609	17440.667969
1848.908203	17515.175781
1847.341797	17414.15625
1845.773438	17574.771484
1844.207031	17524.8125
1842.638672	17747.519531
1841.070313	17440.894531
1839.501953	17677.867188
1837.931641	17616.771484
1836.363281	17654.470703
1834.792969	17685.783203
1833.222656	17790.332031
1831.652344	17554.132813
1830.082031	17696.865234
1828.511719	17616.740234
1826.941406	17649.615234
1825.369141	17536.128906
1823.796875	17745.537109
1822.224609	17775.181641
1820.652344	17739.632813
1819.078125	17589.664063
1817.505859	17789.347656
1815.931641	17750.638672
1814.357422	17832.664063
1812.783203	17862.246094
1811.208984	17939.447266
1809.634766	17849.941406
1808.058594	18036.615234
1806.484375	18034.394531
1804.908203	17908.435547
1803.332031	17898.310547
1801.753906	17905.628906
1800.177734	17606.972656
1798.601563	18026.455078
1797.023438	17822.976563
1795.445313	17911.105469
1793.867188	18038.796875
1792.289063	17970.056641
1790.708984	17942.509766
1789.130859	18005.207031
1787.550781	17923.853516
1785.970703	18247.613281
1784.390625	17993.800781
1782.810547	18118.117188
1781.228516	18269.261719
1779.646484	18115.205078
1778.066406	18228.349609
1776.484375	18164.445313
1774.902344	18193.789063
1773.318359	18400.041016
1771.736328	18407.208984
1770.152344	18018.042969
1768.568359	18168.947266
1766.984375	18354.507813
1765.400391	18330.115234
1763.816406	18419.326172
1762.230469	18174.099609
1760.646484	18288.535156
1759.060547	18231.0625
1757.474609	18126.324219
1755.888672	18399.871094
1754.300781	18339.257813
1752.714844	18574.833984
1751.126953	18504.755859
1749.539063	18422.111328
1747.951172	18485.914063
1746.363281	18653.572266
1744.775391	18463.935547
1743.185547	18692.886719
1741.595703	18470.285156
1740.007813	18779.341797
1738.416016	18828.830078
1736.826172	18938.033203
1735.236328	18883.734375
1733.644531	19016.447266
1732.052734	19161.671875
1730.462891	19025.681641
1728.869141	19073.478516
1727.277344	19344.197266
1725.685547	19258.480469
1724.091797	19128.857422
1722.498047	19399.388672
1720.904297	19738.826172
1719.310547	19670.347656
1717.716797	19843.371094
1716.121094	19828.197266
1714.527344	19878.857422
1712.931641	19807.267578
1711.335938	20183.78125
1709.740234	20343.978516
1708.142578	20579.273438
1706.546875	20651.634766
1704.949219	20633.173828
1703.351563	20855.734375
1701.753906	20824.71875
1700.15625	20832.822266
1698.558594	20645.416016
1696.958984	21246.199219
1695.359375	21163.529297
1693.759766	21563.875
1692.160156	21404.595703
1690.560547	21573.486328
1688.960938	21890.697266
1687.359375	21795.478516
1685.757813	22146.855469
1684.15625	22240.507813
