#Wave	#Intensity
2109.007813	16006.631836
2107.496094	15978.515625
2105.984375	15770.018555
2104.470703	15710.399414
2102.958984	15776.422852
2101.445313	15725.091797
2099.933594	15708.477539
2098.419922	15762.896484
2096.90625	15635.636719
2095.390625	15661.980469
2093.876953	15701.518555
2092.361328	15567.75293
2090.845703	15556.145508
2089.332031	15663.316406
2087.814453	15462.025391
2086.298828	15574.117188
2084.783203	15585.597656
2083.265625	15562.461914
2081.748047	15560.757813
2080.230469	15456.90918
2078.712891	15420.637695
2077.195313	15104.427734
2075.677734	15427.172852
2074.158203	15466.652344
2072.638672	15292.168945
2071.119141	15313.561523
2069.599609	15260.917969
2068.080078	15275.729492
2066.560547	15303.689453
2065.039063	15165.595703
2063.517578	15157.407227
2061.996094	15090.06543
2060.474609	15264.259766
2058.953125	15331.613281
2057.429688	15359.524414
2055.908203	15063.979492
2054.384766	15256.086914
2052.861328	15110.035156
2051.337891	15249.543945
2049.814453	15279.083984
2048.289063	14959.271484
2046.765625	15259.417969
2045.240234	15082.373047
2043.714844	15429.896484
2042.189453	15415.121094
2040.664063	15075.961914
2039.136719	15169.375977
2037.609375	15272.575195
2036.083984	15149.786133
2034.556641	15117.080078
2033.029297	15190.765625
2031.5	14987.896484
2029.972656	15180.99707
2028.443359	15215.369141
2026.914063	15203.941406
2025.386719	15277.529297
2023.855469	14993.133789
2022.326172	14895.150391
2020.796875	15089.657227
2019.265625	14947.592773
2017.734375	15037.487305
2016.203125	14902.025391
2014.671875	15013.112305
2013.140625	15042.549805
2011.607422	15135.610352
2010.076172	15000.242188
2008.542969	15104.688477
2007.009766	15047.65625
2005.476563	15129.223633
2003.943359	15300.40332
2002.408203	15156.996094
2000.875	15114.663086
1999.339844	15096.782227
1997.804688	15051.223633
1996.269531	14971.491211
1994.732422	14961.791016
1993.197266	15051.374023
1991.660156	14992.844727
1990.123047	15097.024414
1988.585938	15105.196289
1987.048828	14927.984375
1985.511719	14931.311523
1983.972656	14933.010742
1982.435547	15111.845703
1980.896484	14986.774414
1979.357422	15032.320313
1977.818359	14920.310547
1976.279297	14951.237305
1974.738281	15050.331055
1973.197266	14931.897461
1971.658203	15139.672852
1970.117188	14875.258789
1968.576172	15115.398438
1967.033203	15010.022461
1965.492188	15048.988281
1963.949219	15081.454102
1962.40625	15232.209961
1960.863281	14963.25
1959.320313	14951.973633
1957.777344	14909.929688
1956.232422	14961.819336
1954.689453	15135.104492
1953.144531	15073.624023
1951.599609	15052.625977
1950.054688	14928.091797
1948.507813	15209.610352
1946.962891	15038.196289
1945.416016	15153.037109
1943.869141	14886.333984
1942.322266	14993.076172
1940.775391	15044.834961
1939.228516	14985.104492
1937.679688	15122.443359
1936.132813	14965.833984
1934.583984	14890.011719
1933.035156	15130.585938
1931.486328	14957.935547
1929.935547	15048.344727
1928.386719	15024.186523
1926.835938	14940.367188
1925.285156	15101.666016
1923.734375	14921.142578
1922.183594	14951.828125
1920.632813	15069.514648
1919.080078	14948.71875
1917.527344	14837.637695
1915.976563	14863.483398
1914.423828	15203.267578
1912.869141	15005.280273
1911.316406	15024.634766
1909.761719	15018.237305
1908.208984	14971.625977
1906.654297	14942.724609
1905.099609	14891.324219
1903.544922	14968.554688
1901.988281	14881.80957
1900.433594	14942.938477
1898.876953	14930.138672
1897.320313	15220.925781
1895.763672	14862.797852
1894.207031	15055.536133
1892.648438	15009.010742
1891.091797	15053.983398
1889.533203	14999.454102
1887.974609	14819.818359
1886.416016	14989.904297
1884.857422	15137.46875
1883.298828	15038.076172
1881.738281	15057.337891
1880.177734	14802.557617
1878.617188	15076.607422
1877.056641	14780.282227
1875.496094	14985.355469
1873.935547	14804.458008
1872.373047	14711.682617
1870.810547	14617.345703
1869.248047	14761.470703
1867.685547	14937.532227
1866.123047	14851.202148
1864.560547	14910.431641
1862.996094	14742.604492
1861.431641	15060.782227
1859.867188	14928.151367
1858.302734	14693.317383
1856.738281	14701.395508
1855.171875	14750.995117
1853.607422	14853.266602
1852.041016	15028.930664
1850.474609	14756.014648
1848.908203	14880.55957
1847.341797	15139.067383
1845.773438	14977.955078
1844.207031	14840.832031
1842.638672	15081.644531
1841.070313	14927.021484
1839.501953	15091.211914
1837.931641	15005.167969
1836.363281	15282.379883
1834.792969	15140.584961
1833.222656	15073.691406
1831.652344	15196.28125
1830.082031	15223.31543
1828.511719	15008.444336
1826.941406	15099.147461
1825.369141	15102.322266
1823.796875	15130.941406
1822.224609	15208.838867
1820.652344	15205.626953
1819.078125	15110.232422
1817.505859	15304.083008
1815.931641	15413.649414
1814.357422	15319.857422
1812.783203	15097.472656
1811.208984	15218.125977
1809.634766	15024.427734
1808.058594	15035.539063
1806.484375	15335.422852
1804.908203	15260.797852
1803.332031	15343.220703
1801.753906	15408.165039
1800.177734	15086.254883
1798.601563	15297.046875
1797.023438	15220.920898
1795.445313	15512.395508
1793.867188	15412.495117
1792.289063	15303.132813
1790.708984	15353.734375
1789.130859	15548.369141
1787.550781	15374.155273
1785.970703	15253.814453
1784.390625	15592.307617
1782.810547	15456.15332
1781.228516	15527.211914
1779.646484	15512.864258
1778.066406	15574.395508
1776.484375	15302.447266
1774.902344	15499.875977
1773.318359	15572.425781
1771.736328	15630.729492
1770.152344	15657.428711
1768.568359	15628.861328
1766.984375	15751.826172
1765.400391	15748.498047
1763.816406	15636.311523
1762.230469	15842.792969
1760.646484	15848.907227
1759.060547	15802.988281
1757.474609	15878.464844
1755.888672	15895.597656
1754.300781	15901.691406
1752.714844	16014.905273
1751.126953	15885.519531
1749.539063	16004.986328
1747.951172	16103.935547
1746.363281	16080.068359
1744.775391	16186.826172
1743.185547	16133.056641
1741.595703	16291.666016
