#Wave	#Intensity
2109.007813	2821.586426
2107.496094	2781.892578
2105.984375	2725.069824
2104.470703	2744.319092
2102.958984	2788.352539
2101.445313	2796.012451
2099.933594	2727.671143
2098.419922	2730.385498
2096.90625	2767.778564
2095.390625	2805.155518
2093.876953	2781.440186
2092.361328	2686.77002
2090.845703	2771.990234
2089.332031	2740.049316
2087.814453	2698.226563
2086.298828	2737.218994
2084.783203	2703.657715
2083.265625	2712.9646
2081.748047	2692.605957
2080.230469	2673.903564
2078.712891	2656.856445
2077.195313	2720.509521
2075.677734	2647.480713
2074.158203	2729.215576
2072.638672	2723.691406
2071.119141	2703.361084
2069.599609	2729.100342
2068.080078	2672.594727
2066.560547	2691.752441
2065.039063	2717.477539
2063.517578	2702.101318
2061.996094	2765.608154
2060.474609	2717.370117
2058.953125	2777.561279
2057.429688	2775.322998
2055.908203	2672.932861
2054.384766	2649.378418
2052.861328	2684.915527
2051.337891	2807.399414
2049.814453	2801.876221
2048.289063	2748.792725
2046.765625	2758.042236
2045.240234	2744.336182
2043.714844	2740.470215
2042.189453	2779.211914
2040.664063	2701.61499
2039.136719	2738.710449
2037.609375	2798.716553
2036.083984	2652.399414
2034.556641	2727.131104
2033.029297	2713.455078
2031.5	2640.880371
2029.972656	2751.555908
2028.443359	2670.826416
2026.914063	2699.688965
2025.386719	2710.555664
2023.855469	2714.880127
2022.326172	2771.494873
2020.796875	2748.029785
2019.265625	2778.478516
2017.734375	2598.245361
2016.203125	2747.902832
2014.671875	2719.565674
2013.140625	2678.184326
2011.607422	2718.405273
2010.076172	2662.359375
2008.542969	2704.19751
2007.009766	2773.739014
2005.476563	2738.911133
2003.943359	2681.278809
2002.408203	2747.52124
2000.875	2706.204102
1999.339844	2681.193848
1997.804688	2731.108154
1996.269531	2707.731445
1994.732422	2609.482178
1993.197266	2656.124756
1991.660156	2738.54541
1990.123047	2627.337646
1988.585938	2693.4646
1987.048828	2679.88208
1985.511719	2718.331055
1983.972656	2732.381836
1982.435547	2696.048096
1980.896484	2687.351074
1979.357422	2716.018799
1977.818359	2700.824707
1976.279297	2666.152344
1974.738281	2668.832275
1973.197266	2699.102783
1971.658203	2682.302246
1970.117188	2753.115234
1968.576172	2741.176514
1967.033203	2734.107422
1965.492188	2746.49707
1963.949219	2614.615723
1962.40625	2636.749268
1960.863281	2702.620605
1959.320313	2727.96582
1957.777344	2748.441406
1956.232422	2671.753418
1954.689453	2711.658936
1953.144531	2738.599121
1951.599609	2674.907471
1950.054688	2701.843994
1948.507813	2704.505859
1946.962891	2731.424316
1945.416016	2735.695557
1943.869141	2697.935791
1942.322266	2786.252441
1940.775391	2761.424561
1939.228516	2715.605957
1937.679688	2682.727539
1936.132813	2712.840088
1934.583984	2776.842773
1933.035156	2755.270996
1931.486328	2706.274414
1929.935547	2696.020508
1928.386719	2663.187744
1926.835938	2752.936768
1925.285156	2723.330566
1923.734375	2679.228516
1922.183594	2680.272705
1920.632813	2715.155273
1919.080078	2653.361328
1917.527344	2664.074463
1915.976563	2605.538086
1914.423828	2687.09668
1912.869141	2779.888428
1911.316406	2676.303223
1909.761719	2725.615479
1908.208984	2652.649658
1906.654297	2698.729004
1905.099609	2635.44751
1903.544922	2789.22168
1901.988281	2754.878662
1900.433594	2688.411377
1898.876953	2699.088867
1897.320313	2727.430664
1895.763672	2673.858398
1894.207031	2633.15332
1892.648438	2655.069824
1891.091797	2705.865234
1889.533203	2644.319824
1887.974609	2648.573242
1886.416016	2672.071533
1884.857422	2738.855713
1883.298828	2711.021973
1881.738281	2715.257568
1880.177734	2660.197754
1878.617188	2678.861572
1877.056641	2705.526855
1875.496094	2698.549072
1873.935547	2683.568115
1872.373047	2671.795166
1870.810547	2653.625244
1869.248047	2670.66626
1867.685547	2700.498535
1866.123047	2730.318115
1864.560547	2649.783936
1862.996094	2588.469238
1861.431641	2709.40625
1859.867188	2657.693604
1858.302734	2690.685791
1856.738281	2738.041016
1855.171875	2694.340576
1853.607422	2684.190674
1852.041016	2579.854736
1850.474609	2654.326904
1848.908203	2700.043457
1847.341797	2653.205811
1845.773438	2695.712891
1844.207031	2679.196045
1842.638672	2771.106689
1841.070313	2663.717773
1839.501953	2749.217529
1837.931641	2700.834717
1836.363281	2665.216553
1834.792969	2750.661621
1833.222656	2664.091064
1831.652344	2652.384033
1830.082031	2747.327637
1828.511719	2686.274414
1826.941406	2795.490234
1825.369141	2689.912354
1823.796875	2770.454102
1822.224609	2730.117676
1820.652344	2742.258789
1819.078125	2752.80542
1817.505859	2688.662354
1815.931641	2757.997803
1814.357422	2795.536377
1812.783203	2769.537598
1811.208984	2687.979736
1809.634766	2746.144775
1808.058594	2796.349854
1806.484375	2757.678711
1804.908203	2669.846436
1803.332031	2705.76123
1801.753906	2665.547607
1800.177734	2649.131104
1798.601563	2761.108154
1797.023438	2648.012451
1795.445313	2677.555908
1793.867188	2800.543701
1792.289063	2711.266113
1790.708984	2812.027832
1789.130859	2801.935791
1787.550781	2722.209961
