#Wave	#Intensity
2109.007813	9053.554688
2107.496094	9022.130859
2105.984375	9073.092773
2104.470703	8846.295898
2102.958984	8948.512695
2101.445313	8830.905273
2099.933594	8800.911133
2098.419922	8975.75
2096.90625	8922.618164
2095.390625	8773.74707
2093.876953	8842.833984
2092.361328	8750.15625
2090.845703	8725.168945
2089.332031	8814.017578
2087.814453	8655.435547
2086.298828	8775.59082
2084.783203	8692.918945
2083.265625	8727.307617
2081.748047	8527.683594
2080.230469	8662.59082
2078.712891	8464.714844
2077.195313	8393.727539
2075.677734	8564.797852
2074.158203	8432.914063
2072.638672	8457.431641
2071.119141	8429.287109
2069.599609	8420.894531
2068.080078	8295.734375
2066.560547	8386.033203
2065.039063	8412.179688
2063.517578	8347.915039
2061.996094	8378.987305
2060.474609	8339.401367
2058.953125	8288.334961
2057.429688	8189.666504
2055.908203	8255.225586
2054.384766	8225.548828
2052.861328	8240.196289
2051.337891	8189.205566
2049.814453	8143.157715
2048.289063	8172.574219
2046.765625	8234.772461
2045.240234	8126.448242
2043.714844	8109.956543
2042.189453	8314.694336
2040.664063	8093.376953
2039.136719	8299.667969
2037.609375	8242.211914
2036.083984	8099.64209
2034.556641	8176.481934
2033.029297	8145.274902
2031.5	8038.813965
2029.972656	8097.622559
2028.443359	8064.816406
2026.914063	8063.092773
2025.386719	8165.999023
2023.855469	8295.012695
2022.326172	8159.241699
2020.796875	8087.246094
2019.265625	8270.097656
2017.734375	8204.641602
2016.203125	8134.314941
2014.671875	8145.637695
2013.140625	8076.98584
2011.607422	8132.371582
2010.076172	8140.424805
2008.542969	8216.976563
2007.009766	8114.124023
2005.476563	8060.224121
2003.943359	7990.047852
2002.408203	8091.010254
2000.875	8133.275879
1999.339844	8214.617188
1997.804688	8196.582031
1996.269531	8276.24707
1994.732422	8062.860352
1993.197266	8093.693848
1991.660156	8163.566895
1990.123047	8171.589844
1988.585938	8070.634766
1987.048828	8185.999512
1985.511719	7958.271973
1983.972656	8216.650391
1982.435547	8250.655273
1980.896484	8068.551758
1979.357422	8112.319824
1977.818359	8162.564941
1976.279297	8227.402344
1974.738281	8035.717773
1973.197266	8082.700684
1971.658203	8165.362793
1970.117188	8235.010742
1968.576172	8090.525391
1967.033203	8121.239746
1965.492188	8098.4375
1963.949219	8182.628906
1962.40625	8132.272461
1960.863281	8261.788086
1959.320313	8046.203125
1957.777344	8143.290039
1956.232422	8143.180664
1954.689453	8196.495117
1953.144531	8052.322754
1951.599609	8163.88916
1950.054688	8056.995605
1948.507813	8233.214844
1946.962891	8105.327637
1945.416016	8058.336914
