#Wave	#Intensity
2109.007813	6265.046875
2107.496094	6225.352539
2105.984375	6114.871094
2104.470703	6163.145508
2102.958984	6178.341309
2101.445313	6193.53125
2099.933594	6215.323242
2098.419922	6171.034668
2096.90625	6164.747559
2095.390625	6179.927734
2093.876953	6125.770996
2092.361328	6165.708008
2090.845703	6180.87793
2089.332031	6196.041504
2087.814453	6138.629883
2086.298828	6216.455566
2084.783203	6198.629883
2083.265625	6200.59082
2081.748047	6189.368164
2080.230469	6211.100586
2078.712891	6213.057617
2077.195313	6208.426758
2075.677734	6202.151367
2074.158203	6176.125977
2072.638672	6276.833008
2071.119141	6110.945313
2069.599609	6208.333008
2068.080078	6195.48584
2066.560547	6258.283203
2065.039063	6112.269531
2063.517578	6216.147949
2061.996094	6231.245605
2060.474609	6246.336914
2058.953125	6243.353516
2057.429688	6174.683105
2055.908203	6152.014648
2054.384766	6121.147949
2052.861328	6251.126465
2051.337891	6128.367676
2049.814453	6146.739258
2048.289063	6127.380859
2046.765625	6116.229004
2045.240234	6250.988281
2043.714844	6157.862793
2042.189453	6100.829102
2040.664063	6199.460938
2039.136719	6257.101563
2037.609375	6236.11084
2036.083984	6180.745605
2034.556641	6104.124512
2033.029297	6163.372559
2031.5	6263.500977
2029.972656	6193.45459
2028.443359	6159.419434
2026.914063	6248.038086
2025.386719	6199.292969
2023.855469	6292.768555
2022.326172	6096.961914
2020.796875	6296.615723
2019.265625	6225.033203
2017.734375	6146.94873
2016.203125	6258.29541
2014.671875	6178.60498
2013.140625	6218.087891
2011.607422	6120.490723
2010.076172	6164.862793
2008.542969	6289.135254
2007.009766	6256.811523
2005.476563	6221.241211
2003.943359	6356.831055
2002.408203	6296.810059
2000.875	6280.805176
1999.339844	6284.353516
1997.804688	6212.986328
1996.269531	6260.509277
1994.732422	6166.387207
1993.197266	6148.798828
1991.660156	6184.914551
1990.123047	6307.237305
1988.585938	6276.618164
1987.048828	6281.787109
1985.511719	6254.4375
1983.972656	6205.96875
1982.435547	6125.018555
1980.896484	6217.95166
1979.357422	6340.084961
1977.818359	6325.744141
1976.279297	6295.172363
1974.738281	6215.912109
1973.197266	6347.679199
1971.658203	6182.438965
1970.117188	6301.178711
1968.576172	6299.839844
1967.033203	6311.474609
1965.492188	6314.998047
1963.949219	6341.212891
1962.40625	6325.280762
1960.863281	6293.152832
1959.320313	6296.67627
1957.777344	6327.731445
1956.232422	6310.195801
1954.689453	6401.134277
1953.144531	6356.074707
1951.599609	6419.45459
1950.054688	6450.450195
1948.507813	6445.84668
1946.962891	6308.635742
1945.416016	6289.512695
1943.869141	6364.154297
1942.322266	6364.420898
1940.775391	6333.986816
1939.228516	6397.263184
1937.679688	6310.305176
1936.132813	6423.617676
1934.583984	6317.317383
1933.035156	6353.103027
1931.486328	6354.984375
1929.935547	6348.797363
1928.386719	6247.441895
1926.835938	6200.961914
1925.285156	6362.5
1923.734375	6395.005371
1922.183594	6393.651367
1920.632813	6250.49707
1919.080078	6379.666504
1917.527344	6204.361816
1915.976563	6339.927734
1914.423828	6382.055664
1912.869141	6354.950195
1911.316406	6334.293457
1909.761719	6254.112793
1908.208984	6439.391602
1906.654297	6508.794434
1905.099609	6261.398926
1903.544922	6372.60791
1901.988281	6339.11377
1900.433594	6324.91748
1898.876953	6456.927246
1897.320313	6402.555176
1895.763672	6311.269043
1894.207031	6391.819336
1892.648438	6245.995605
1891.091797	6352.203125
1889.533203	6472.807129
1887.974609	6400.852539
1886.416016	6396.291504
1884.857422	6249.016602
1883.298828	6432.064453
1881.738281	6416.278809
1880.177734	6262.682129
1878.617188	6379.92041
1877.056641	6312.895996
1875.496094	6367.614746
1873.935547	6321.436523
1872.373047	6446.566406
1870.810547	6477.213867
1869.248047	6472.64502
1867.685547	6271.299805
1866.123047	6452.315918
1864.560547	6358.202148
1862.996094	6318.487305
1861.431641	6259.607422
1859.867188	6274.266113
1858.302734	6472.665039
1856.738281	6444.141113
1855.171875	6503.470215
1853.607422	6374.354004
1852.041016	6478.373047
1850.474609	6362.084961
1848.908203	6429.358887
1847.341797	6550.849609
1845.773438	6458.54541
1844.207031	6554.461426
1842.638672	6533.944336
1841.070313	6403.443359
1839.501953	6432.37207
1837.931641	6566.454102
1836.363281	6453.551758
1834.792969	6522.269531
1833.222656	6407.831543
1831.652344	6449.464355
1830.082031	6661.394043
1828.511719	6575.643555
1826.941406	6485.155762
1825.369141	6569.685059
