1999.946289	18939.103516
1999.027344	19443.507813
1998.108398	19030.871094
1997.188477	19311.320313
1996.268555	19135.439453
1995.348633	19244.000000
1994.428711	19239.917969
1993.508789	19199.250000
1992.587891	19369.628906
1991.666992	19250.183594
1990.746094	19156.101563
1989.825195	19455.730469
1988.904297	19327.908203
1987.982422	19396.890625
1987.060547	19626.023438
1986.139648	19256.625000
1985.216797	19730.066406
1984.294922	19411.353516
1983.372070	19488.667969
1982.450195	19349.796875
1981.527344	19688.103516
1980.603516	19490.324219
1979.680664	19890.173828
1978.756836	19669.996094
1977.833984	19573.296875
1976.910156	19532.708984
1975.986328	19514.562500
1975.061523	19608.519531
1974.137695	19750.068359
1973.212891	19779.507813
1972.288086	19929.361328
1971.363281	19745.945313
1970.437500	20088.904297
1969.512695	20109.847656
1968.586914	19683.058594
1967.661133	19997.835938
1966.735352	19971.234375
1965.808594	19871.935547
1964.882813	20010.330078
1963.956055	19994.923828
1963.029297	20113.667969
1962.102539	19746.183594
1961.174805	20082.828125
1960.248047	20061.832031
1959.320313	20233.515625
1958.392578	19955.652344
1957.464844	20180.318359
1956.536133	20044.902344
1955.608398	20009.982422
1954.679688	20396.281250
1953.750977	20274.847656
1952.822266	20259.417969
1951.892578	20436.343750
1950.963867	20094.796875
1950.034180	20525.251953
1949.104492	20286.908203
1948.174805	20394.044922
1947.244141	20267.216797
1946.314453	20377.095703
1945.383789	20520.328125
1944.453125	20479.824219
1943.522461	20756.529297
1942.590820	20793.882813
1941.660156	20653.222656
1940.728516	20862.978516
1939.796875	20502.738281
1938.865234	20640.171875
1937.932617	20721.968750
1937.000977	20737.052734
1936.068359	20821.572266
1935.135742	20917.162109
1934.203125	20912.757813
1933.269531	20497.515625
1932.336914	20845.669922
1931.403320	20771.912109
1930.469727	20653.796875
1929.536133	20899.074219
1928.601563	20972.318359
1927.667969	20818.193359
1926.733398	20896.966797
1925.798828	20754.005859
1924.864258	20960.208984
1923.928711	21058.292969
1922.994141	20679.976563
1922.058594	21293.097656
1921.123047	21155.736328
1920.187500	21023.966797
1919.250977	20972.501953
1918.314453	21078.753906
1917.378906	21066.021484
1916.442383	21346.431641
1915.504883	21109.693359
1914.568359	21055.496094
1913.630859	21125.687500
1912.693359	21143.347656
1911.755859	21335.041016
1910.818359	21545.986328
1909.880859	21165.908203
1908.942383	21280.171875
1908.003906	21590.361328
1907.065430	21585.820313
1906.126953	21686.125000
1905.187500	21361.582031
1904.249023	21357.091797
1903.309570	21495.980469
1902.370117	21615.513672
1901.430664	21561.359375
1900.490234	21496.203125
1899.549805	21530.253906
1898.610352	21798.414063
1897.668945	21656.138672
1896.728516	21544.208984
1895.788086	21649.787109
1894.846680	21846.138672
1893.905273	22012.140625
1892.963867	21924.984375
1892.022461	21700.345703
1891.080078	21959.763672
1890.137695	21990.886719
1889.196289	21928.542969
1888.252930	22116.296875
1887.310547	22007.244141
1886.368164	22079.531250
1885.424805	22335.789063
1884.481445	22204.791016
1883.538086	22175.416016
1882.594727	22511.082031
1881.650391	22242.925781
1880.706055	22287.630859
1879.761719	22313.117188
1878.817383	22415.376953
1877.873047	22388.730469
1876.927734	22647.171875
1875.983398	22434.128906
1875.038086	22267.753906
1874.092773	22493.181641
1873.146484	22485.714844
1872.201172	22415.269531
1871.254883	22750.027344
1870.308594	22498.906250
1869.362305	22360.085938
1868.415039	22776.720703
1867.468750	22689.871094
1866.521484	22687.833984
1865.574219	22568.226563
1864.626953	22601.751953
1863.678711	22493.142578
1862.731445	22698.814453
1861.783203	22811.513672
1860.834961	22678.343750
1859.886719	22875.650391
1858.937500	22772.552734
1857.989258	22765.033203
1857.040039	23024.962891
1856.090820	23172.914063
1855.141602	23170.767578
1854.191406	23198.623047
1853.242188	23180.109375
1852.291992	22807.199219
1851.341797	23009.546875
1850.390625	22963.830078
1849.440430	23277.759766
1848.489258	23310.996094
1847.538086	23047.376953
1846.586914	23080.646484
1845.635742	23372.505859
1844.683594	23133.529297
1843.732422	23580.351563
1842.780273	23251.654297
1841.828125	23295.718750
1840.875000	23171.166016
1839.922852	23332.130859
1838.969727	23319.064453
1838.016602	23186.429688
1837.063477	23344.568359
1836.110352	23296.191406
1835.156250	23524.849609
1834.203125	23560.626953
1833.249023	23479.652344
1832.293945	23583.273438
1831.339844	23678.708984
1830.385742	23757.826172
1829.430664	23834.195313
1828.475586	23476.630859
1827.520508	23753.660156
1826.564453	23870.638672
1825.609375	23713.839844
1824.653320	23841.613281
1823.697266	24232.105469
1822.741211	24096.992188
